Date,Chemical Name,Price/Kg,Packing,Purity,Chemical Nature,Supplier Country,Storing Container,Supplier Company,Boiling Point,Composition,Usage,Price/MT,Quality
10/2/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/3/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/4/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/5/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/6/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/7/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/8/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/9/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/10/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/11/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/12/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/13/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/14/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/15/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/16/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/17/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/18/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/19/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/20/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/21/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/22/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/23/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/24/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/25/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/26/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/27/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/28/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/29/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/30/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/31/2021,Titanium Dioxide,429,25,76,Powder,China,Paper Bag,Qindao China oil Co Ltd,2500,"Titanum, Oxygen",printing and paste liquify,2910,Bad
10/1/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/2/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/3/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/4/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/5/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/6/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/7/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/8/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/9/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/10/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/11/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/12/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/13/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/14/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/15/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/16/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/17/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/18/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/19/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/20/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/21/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/22/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/23/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/24/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/25/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/26/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/27/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/28/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/29/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/30/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/31/2021,Pigment Gum,400,60,94,liquid,France,Plastic Drum,SNF Co & Ltd,100,Acrylic Polymer Emulsion,gum for paste hardening,2080,Bad
10/1/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/2/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/3/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/4/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/5/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/6/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/7/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/8/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/9/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/10/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/11/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/12/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/13/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/14/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/15/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/16/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/17/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/18/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/19/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/20/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/21/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/22/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/23/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/24/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/25/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/26/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/27/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/28/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/29/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/30/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/31/2021,Acrylic Polymer,240,50,37,liquid,Taiwan,Plastic Drum,Chang Chun Petro Chemical,250,"Styrene Acrylic, Water","binder for paint,coatings",1500,Good
10/1/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/2/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/3/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/4/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/5/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/6/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/7/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/8/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/9/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/10/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/11/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/12/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/13/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/14/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/15/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/16/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/17/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/18/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/19/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/20/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/21/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/22/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/23/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/24/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/25/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/26/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/27/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/28/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/29/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/30/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/31/2021,Apriton,210,50,60,Paste,India,Plastic Drum,Indofil Industries Limited,70,"Polyvinyl Acetate, Polyvinyl Alcohol",used in coatings and adhesives,1200,Good
10/1/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/2/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/3/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/4/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/5/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/6/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/7/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/8/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/9/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/10/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/11/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/12/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/13/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/14/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/15/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/16/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/17/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/18/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/19/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/20/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/21/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/22/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/23/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/24/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/25/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/26/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/27/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/28/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/29/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/30/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/31/2021,PVA,360,20,80,granular,Taiwan,Paper Bag,Great Gear Commerce Co. Ltd.,200,"Carbon, Hydrogen, Oxygen",used as glue,2500,Bad
10/1/2021,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Lianyugang Tengyun Seaweed Co & Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2290,Bad
10/2/2021,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Lianyugang Tengyun Seaweed Co & Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2290,Bad
10/3/2021,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Lianyugang Tengyun Seaweed Co & Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2290,Bad
10/4/2021,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Lianyugang Tengyun Seaweed Co & Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2290,Bad
10/5/2021,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Lianyugang Tengyun Seaweed Co & Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2290,Bad
10/6/2021,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Lianyugang Tengyun Seaweed Co & Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2290,Bad
10/7/2021,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Lianyugang Tengyun Seaweed Co & Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2290,Bad
10/8/2021,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Lianyugang Tengyun Seaweed Co & Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2290,Bad
10/9/2021,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Lianyugang Tengyun Seaweed Co & Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2290,Bad
10/10/2021,Sodium Alginate,455,25,45,Powder,China,Weaving Bag,Lianyugang Tengyun Seaweed Co & Ltd,NaN,Sodium Alginate,"used as a thickener, stabilizer, and gelling agent",2290,Bad
